CRESTLINE SPECIALTY INSURANCE MANAGERS — DE-IDENTIFIED POLICY BORDEREAUX
Names and transaction-level dates removed; policy identifiers replaced; analytical fields preserved.
Program Year,Policy No.,Program,Line,State,TIV ($),Written Prem ($),Collected Prem ($),Earned Prem ($),Unearned Prem ($),Deductible ($)
2018,POL-001169,Crestline Homeowners Protection Program,HO,AZ,"$260,000","$1,334","$1,334","$1,334",$0,"$5,000"
2018,POL-001170,Crestline Homeowners Protection Program,HO,AZ,"$470,000","$1,179","$1,179","$1,179",$0,"$5,000"
2018,POL-001171,Crestline Homeowners Protection Program,HO,CA,"$310,000",$866,$866,$866,$0,"$5,000"
2018,POL-001172,Crestline Homeowners Protection Program,HO,CA,"$475,000",$811,$811,$811,$0,"$1,000"
2018,POL-001173,Crestline Homeowners Protection Program,HO,CA,"$460,000","$1,057","$1,057","$1,057",$0,"$1,000"
2018,POL-001174,Crestline Homeowners Protection Program,HO,FL,"$535,000",$965,$965,$965,$0,"$5,000"
2018,POL-001175,Crestline Homeowners Protection Program,HO,CA,"$415,000",$947,$947,$947,$0,"$2,500"
2018,POL-001176,Crestline Homeowners Protection Program,HO,CA,"$475,000",$803,$803,$803,$0,"$5,000"
2018,POL-001177,Crestline Homeowners Protection Program,HO,CA,"$315,000","$1,100","$1,100","$1,100",$0,"$5,000"
2018,POL-001178,Crestline Homeowners Protection Program,HO,TX,"$400,000",$970,$970,$970,$0,"$5,000"
2018,POL-001179,Crestline Homeowners Protection Program,HO,CA,"$430,000","$1,063","$1,063","$1,063",$0,"$2,500"
2018,POL-001180,Crestline Homeowners Protection Program,HO,TX,"$515,000",$804,$804,$804,$0,"$2,500"
2018,POL-001181,Crestline Homeowners Protection Program,HO,NV,"$220,000","$1,313","$1,313","$1,313",$0,"$1,000"
2018,POL-001182,Crestline Homeowners Protection Program,HO,NV,"$275,000",$817,$817,$817,$0,"$2,500"
2018,POL-001183,Crestline Homeowners Protection Program,HO,CA,"$575,000","$1,334","$1,334","$1,334",$0,"$2,500"
2018,POL-001184,Crestline Homeowners Protection Program,HO,FL,"$380,000","$1,328","$1,328","$1,328",$0,"$1,000"
2018,POL-001185,Crestline Homeowners Protection Program,HO,CA,"$280,000","$1,171","$1,171","$1,171",$0,"$1,000"
2018,POL-001186,Crestline Homeowners Protection Program,HO,CA,"$290,000","$1,100","$1,100","$1,100",$0,"$1,000"
2018,POL-001187,Crestline Homeowners Protection Program,HO,CA,"$530,000","$1,070","$1,070","$1,070",$0,"$1,000"
2018,POL-001188,Crestline Homeowners Protection Program,HO,NV,"$305,000","$1,131","$1,131","$1,131",$0,"$1,000"
2018,POL-001189,Crestline Homeowners Protection Program,HO,TX,"$495,000","$1,287","$1,287","$1,287",$0,"$1,000"
2018,POL-001190,Crestline Homeowners Protection Program,HO,FL,"$340,000","$1,355","$1,355","$1,355",$0,"$1,000"
2018,POL-001191,Crestline Homeowners Protection Program,HO,TX,"$535,000","$1,062","$1,062","$1,062",$0,"$5,000"
2018,POL-001192,Crestline Homeowners Protection Program,HO,TX,"$530,000","$1,298","$1,298","$1,298",$0,"$5,000"
2018,POL-001193,Crestline Homeowners Protection Program,HO,FL,"$260,000","$1,195","$1,195","$1,195",$0,"$2,500"
2018,POL-001194,Crestline Homeowners Protection Program,HO,FL,"$300,000",$978,$978,$978,$0,"$5,000"
2018,POL-001195,Crestline Homeowners Protection Program,HO,NV,"$470,000","$1,079","$1,079","$1,079",$0,"$1,000"
2018,POL-001196,Crestline Homeowners Protection Program,HO,CA,"$355,000",$866,$866,$866,$0,"$2,500"
2018,POL-001197,Crestline Homeowners Protection Program,HO,TX,"$320,000",$807,$807,$807,$0,"$5,000"
2018,POL-001198,Crestline Homeowners Protection Program,HO,NV,"$280,000",$834,$834,$834,$0,"$1,000"
2018,POL-001199,Crestline Homeowners Protection Program,HO,FL,"$190,000","$1,357","$1,357","$1,357",$0,"$1,000"
2018,POL-001200,Crestline Homeowners Protection Program,HO,FL,"$545,000",$992,$992,$992,$0,"$2,500"
2018,POL-001201,Crestline Homeowners Protection Program,HO,TX,"$330,000","$1,236","$1,236","$1,236",$0,"$2,500"
2018,POL-001202,Crestline Homeowners Protection Program,HO,TX,"$315,000","$1,098",$946,"$1,098",$0,"$5,000"
2018,POL-001203,Crestline Homeowners Protection Program,HO,TX,"$425,000",$880,$880,$880,$0,"$1,000"
2018,POL-001204,Crestline Homeowners Protection Program,HO,FL,"$475,000",$929,$929,$929,$0,"$5,000"
2018,POL-001205,Crestline Homeowners Protection Program,HO,TX,"$485,000","$1,054","$1,054","$1,054",$0,"$2,500"
2018,POL-001206,Crestline Homeowners Protection Program,HO,FL,"$380,000","$1,055","$1,055","$1,055",$0,"$2,500"
2018,POL-001207,Crestline Homeowners Protection Program,HO,AZ,"$580,000","$1,110","$1,110","$1,110",$0,"$5,000"
2018,POL-001208,Crestline Homeowners Protection Program,HO,TX,"$270,000",$871,$871,$871,$0,"$1,000"
2018,POL-001209,Crestline Homeowners Protection Program,HO,CA,"$465,000","$1,011","$1,011","$1,011",$0,"$5,000"
2018,POL-001210,Crestline Homeowners Protection Program,HO,CA,"$205,000",$952,$952,$952,$0,"$2,500"
2018,POL-001211,Crestline Homeowners Protection Program,HO,CA,"$550,000","$1,035",$905,"$1,035",$0,"$1,000"
2018,POL-001212,Crestline Homeowners Protection Program,HO,AZ,"$210,000",$989,$989,$989,$0,"$5,000"
2018,POL-001213,Crestline Homeowners Protection Program,HO,TX,"$470,000","$1,159","$1,159","$1,159",$0,"$1,000"
2018,POL-001214,Crestline Homeowners Protection Program,HO,CA,"$330,000","$1,285","$1,285","$1,285",$0,"$5,000"
2018,POL-001215,Crestline Homeowners Protection Program,HO,CA,"$455,000","$1,192","$1,192","$1,192",$0,"$1,000"
2018,POL-001216,Crestline Homeowners Protection Program,HO,TX,"$320,000",$810,$810,$810,$0,"$1,000"
2018,POL-001217,Crestline Homeowners Protection Program,HO,FL,"$310,000",$829,$829,$829,$0,"$2,500"
2018,POL-001218,Crestline Homeowners Protection Program,HO,CA,"$520,000","$1,212","$1,212","$1,212",$0,"$1,000"
2018,POL-001219,Crestline Homeowners Protection Program,HO,CA,"$430,000",$953,$953,$953,$0,"$5,000"
2018,POL-001220,Crestline Homeowners Protection Program,HO,TX,"$440,000","$1,242","$1,242","$1,242",$0,"$5,000"
2018,POL-001221,Crestline Homeowners Protection Program,HO,FL,"$200,000","$1,198","$1,198","$1,198",$0,"$1,000"
2018,POL-001222,Crestline Homeowners Protection Program,HO,CA,"$205,000","$1,362","$1,362","$1,362",$0,"$5,000"
2018,POL-001223,Crestline Homeowners Protection Program,HO,CA,"$290,000","$1,340","$1,340","$1,340",$0,"$5,000"
2018,POL-001224,Crestline Homeowners Protection Program,HO,FL,"$475,000",$985,$985,$985,$0,"$5,000"
2018,POL-001225,Crestline Homeowners Protection Program,HO,CA,"$575,000","$1,149","$1,149","$1,149",$0,"$5,000"
2018,POL-001226,Crestline Homeowners Protection Program,HO,TX,"$230,000",$859,$859,$859,$0,"$1,000"
2018,POL-001227,Crestline Homeowners Protection Program,HO,CA,"$350,000",$996,$996,$996,$0,"$5,000"
2018,POL-001228,Crestline Homeowners Protection Program,HO,TX,"$300,000","$1,402","$1,402","$1,402",$0,"$5,000"
2018,POL-001229,Crestline Homeowners Protection Program,HO,TX,"$485,000","$1,225","$1,225","$1,225",$0,"$1,000"
2018,POL-001230,Crestline Homeowners Protection Program,HO,CA,"$220,000","$1,024","$1,024","$1,024",$0,"$2,500"
2018,POL-001231,Crestline Homeowners Protection Program,HO,TX,"$385,000","$1,157","$1,017","$1,157",$0,"$2,500"
2018,POL-001232,Crestline Homeowners Protection Program,HO,TX,"$415,000","$1,383","$1,383","$1,383",$0,"$2,500"
2018,POL-001233,Crestline Homeowners Protection Program,HO,AZ,"$405,000",$970,$970,$970,$0,"$5,000"
2018,POL-001234,Crestline Homeowners Protection Program,HO,CA,"$195,000","$1,014","$1,014","$1,014",$0,"$2,500"
2018,POL-001235,Crestline Homeowners Protection Program,HO,TX,"$395,000","$1,287","$1,287","$1,287",$0,"$1,000"
2018,POL-001236,Crestline Homeowners Protection Program,HO,CA,"$455,000","$1,301","$1,301","$1,301",$0,"$5,000"
2018,POL-001237,Crestline Homeowners Protection Program,HO,FL,"$340,000","$1,207","$1,207","$1,207",$0,"$2,500"
2018,POL-001238,Crestline Homeowners Protection Program,HO,TX,"$325,000","$1,311","$1,311","$1,311",$0,"$2,500"
2018,POL-001239,Crestline Homeowners Protection Program,HO,FL,"$310,000","$1,252","$1,252","$1,252",$0,"$5,000"
2018,POL-001240,Crestline Homeowners Protection Program,HO,CA,"$235,000","$1,217","$1,217","$1,217",$0,"$2,500"
2018,POL-001241,Crestline Homeowners Protection Program,HO,TX,"$410,000","$1,112","$1,112","$1,112",$0,"$2,500"
2018,POL-001242,Crestline Homeowners Protection Program,HO,FL,"$350,000","$1,191","$1,191","$1,191",$0,"$2,500"
2018,POL-001243,Crestline Homeowners Protection Program,HO,AZ,"$335,000","$1,045","$1,045","$1,045",$0,"$5,000"
2018,POL-001244,Crestline Homeowners Protection Program,HO,TX,"$610,000","$1,004","$1,004","$1,004",$0,"$2,500"
2018,POL-001245,Crestline Homeowners Protection Program,HO,CA,"$465,000","$1,005","$1,005","$1,005",$0,"$5,000"
2018,POL-001246,Crestline Homeowners Protection Program,HO,AZ,"$290,000",$885,$885,$885,$0,"$2,500"
2018,POL-001247,Crestline Homeowners Protection Program,HO,CA,"$440,000",$907,$907,$907,$0,"$5,000"
2018,POL-001248,Crestline Homeowners Protection Program,HO,TX,"$260,000","$1,389","$1,389","$1,389",$0,"$2,500"
2018,POL-001249,Crestline Homeowners Protection Program,HO,NV,"$390,000","$1,086",$929,"$1,086",$0,"$5,000"
2018,POL-001250,Crestline Homeowners Protection Program,HO,NV,"$550,000",$915,$915,$915,$0,"$5,000"
2018,POL-001251,Crestline Homeowners Protection Program,HO,CA,"$520,000",$857,$857,$857,$0,"$5,000"
2018,POL-001252,Crestline Homeowners Protection Program,HO,TX,"$355,000",$817,$817,$817,$0,"$1,000"
2018,POL-001253,Crestline Homeowners Protection Program,HO,NV,"$450,000","$1,321","$1,321","$1,321",$0,"$5,000"
2018,POL-001254,Crestline Homeowners Protection Program,HO,TX,"$375,000",$833,$833,$833,$0,"$2,500"
2018,POL-001255,Crestline Homeowners Protection Program,HO,AZ,"$195,000","$1,273","$1,273","$1,273",$0,"$1,000"
2018,POL-001256,Crestline Homeowners Protection Program,HO,CA,"$615,000","$1,315","$1,315","$1,315",$0,"$2,500"
2018,POL-001257,Crestline Homeowners Protection Program,HO,AZ,"$455,000","$1,347","$1,347","$1,347",$0,"$2,500"
2018,POL-001258,Crestline Homeowners Protection Program,HO,AZ,"$545,000",$791,$791,$791,$0,"$2,500"
2018,POL-001259,Crestline Homeowners Protection Program,HO,CA,"$240,000",$988,$843,$988,$0,"$2,500"
2018,POL-001260,Crestline Homeowners Protection Program,HO,NV,"$310,000","$1,270","$1,270","$1,270",$0,"$1,000"
2018,POL-001261,Crestline Homeowners Protection Program,HO,AZ,"$405,000",$853,$853,$853,$0,"$1,000"
2018,POL-001262,Crestline Homeowners Protection Program,HO,TX,"$515,000","$1,014","$1,014","$1,014",$0,"$2,500"
2018,POL-001263,Crestline Homeowners Protection Program,HO,TX,"$490,000",$873,$873,$873,$0,"$2,500"
2018,POL-001264,Crestline Homeowners Protection Program,HO,CA,"$325,000","$1,313","$1,313","$1,313",$0,"$5,000"
2018,POL-001265,Crestline Homeowners Protection Program,HO,FL,"$350,000","$1,273","$1,273","$1,273",$0,"$2,500"
2018,POL-001266,Crestline Homeowners Protection Program,HO,TX,"$385,000","$1,298","$1,298","$1,298",$0,"$5,000"
2018,POL-001267,Crestline Homeowners Protection Program,HO,CA,"$505,000",$875,$875,$875,$0,"$5,000"
2018,POL-001268,Crestline Homeowners Protection Program,HO,CA,"$490,000","$1,054","$1,054","$1,054",$0,"$5,000"
2018,POL-001269,Crestline Homeowners Protection Program,HO,CA,"$340,000","$1,036","$1,036","$1,036",$0,"$1,000"
2018,POL-001270,Crestline Homeowners Protection Program,HO,TX,"$385,000","$1,211","$1,211","$1,211",$0,"$5,000"
2018,POL-001271,Crestline Homeowners Protection Program,HO,AZ,"$275,000",$923,$923,$923,$0,"$5,000"
2018,POL-001272,Crestline Homeowners Protection Program,HO,AZ,"$265,000","$1,058",$926,"$1,058",$0,"$2,500"
2018,POL-001273,Crestline Homeowners Protection Program,HO,CA,"$505,000",$954,$954,$954,$0,"$2,500"
2018,POL-001274,Crestline Homeowners Protection Program,HO,TX,"$605,000","$1,258","$1,258","$1,258",$0,"$5,000"
2018,POL-001275,Crestline Homeowners Protection Program,HO,AZ,"$540,000","$1,061","$1,061","$1,061",$0,"$2,500"
2018,POL-001276,Crestline Homeowners Protection Program,HO,CA,"$270,000","$1,117","$1,117","$1,117",$0,"$5,000"
2018,POL-001277,Crestline Homeowners Protection Program,HO,FL,"$195,000",$970,$970,$970,$0,"$1,000"
2018,POL-001278,Crestline Homeowners Protection Program,HO,AZ,"$420,000","$1,298","$1,152","$1,298",$0,"$5,000"
2018,POL-001279,Crestline Homeowners Protection Program,HO,NV,"$585,000","$1,075","$1,075","$1,075",$0,"$2,500"
2018,POL-001280,Crestline Homeowners Protection Program,HO,TX,"$295,000","$1,315","$1,315","$1,315",$0,"$1,000"
2018,POL-001281,Crestline Homeowners Protection Program,HO,AZ,"$195,000","$1,008","$1,008","$1,008",$0,"$2,500"
2018,POL-001282,Crestline Homeowners Protection Program,HO,FL,"$240,000","$1,389","$1,389","$1,389",$0,"$1,000"
2018,POL-001283,Crestline Homeowners Protection Program,HO,TX,"$500,000","$1,413","$1,413","$1,413",$0,"$1,000"
2018,POL-001284,Crestline Homeowners Protection Program,HO,CA,"$600,000","$1,070","$1,070","$1,070",$0,"$5,000"
2018,POL-001285,Crestline Homeowners Protection Program,HO,FL,"$550,000",$952,$952,$952,$0,"$2,500"
2018,POL-001286,Crestline Homeowners Protection Program,HO,TX,"$575,000","$1,017","$1,017","$1,017",$0,"$1,000"
2018,POL-001287,Crestline Homeowners Protection Program,HO,FL,"$250,000","$1,113","$1,113","$1,113",$0,"$1,000"
2018,POL-001288,Crestline Homeowners Protection Program,HO,TX,"$535,000","$1,401","$1,401","$1,401",$0,"$2,500"
2018,POL-001289,Crestline Homeowners Protection Program,HO,TX,"$395,000","$1,303","$1,303","$1,303",$0,"$2,500"
2018,POL-001290,Crestline Homeowners Protection Program,HO,AZ,"$375,000","$1,293","$1,293","$1,293",$0,"$2,500"
2018,POL-001291,Crestline Homeowners Protection Program,HO,CA,"$565,000",$857,$857,$857,$0,"$5,000"
2018,POL-001292,Crestline Homeowners Protection Program,HO,FL,"$405,000",$931,$931,$931,$0,"$2,500"
2018,POL-001293,Crestline Homeowners Protection Program,HO,CA,"$465,000","$1,188","$1,188","$1,188",$0,"$5,000"
2018,POL-001294,Crestline Homeowners Protection Program,HO,CA,"$580,000","$1,341","$1,341","$1,341",$0,"$1,000"
2018,POL-001295,Crestline Homeowners Protection Program,HO,CA,"$245,000","$1,131","$1,131","$1,131",$0,"$2,500"
2018,POL-001296,Crestline Homeowners Protection Program,HO,CA,"$540,000",$834,$709,$834,$0,"$5,000"
2018,POL-001297,Crestline Homeowners Protection Program,HO,TX,"$525,000","$1,322","$1,322","$1,322",$0,"$2,500"
2018,POL-001298,Crestline Homeowners Protection Program,HO,FL,"$390,000","$1,326","$1,326","$1,326",$0,"$5,000"
2018,POL-001299,Crestline Homeowners Protection Program,HO,CA,"$525,000",$954,$954,$954,$0,"$5,000"
2018,POL-001300,Crestline Homeowners Protection Program,HO,CA,"$220,000","$1,268","$1,268","$1,268",$0,"$5,000"
2018,POL-001301,Crestline Homeowners Protection Program,HO,TX,"$185,000",$946,$946,$946,$0,"$1,000"
2018,POL-001302,Crestline Homeowners Protection Program,HO,FL,"$215,000","$1,361","$1,361","$1,361",$0,"$2,500"
2018,POL-001303,Crestline Homeowners Protection Program,HO,CA,"$335,000",$863,$863,$863,$0,"$2,500"
2018,POL-001304,Crestline Homeowners Protection Program,HO,CA,"$520,000","$1,054","$1,054","$1,054",$0,"$2,500"
2018,POL-001305,Crestline Homeowners Protection Program,HO,CA,"$570,000","$1,388","$1,388","$1,388",$0,"$2,500"
2018,POL-001306,Crestline Homeowners Protection Program,HO,CA,"$225,000",$912,$912,$912,$0,"$1,000"
2018,POL-001307,Crestline Homeowners Protection Program,HO,TX,"$405,000","$1,063","$1,063","$1,063",$0,"$1,000"
2018,POL-001308,Crestline Homeowners Protection Program,HO,FL,"$470,000",$996,$996,$996,$0,"$5,000"
2018,POL-001309,Crestline Homeowners Protection Program,HO,NV,"$450,000",$784,$784,$784,$0,"$1,000"
2018,POL-001310,Crestline Homeowners Protection Program,HO,FL,"$210,000",$801,$801,$801,$0,"$2,500"
2018,POL-001311,Crestline Homeowners Protection Program,HO,TX,"$185,000","$1,096","$1,096","$1,096",$0,"$2,500"
2018,POL-001312,Crestline Homeowners Protection Program,HO,CA,"$465,000",$921,$921,$921,$0,"$2,500"
2018,POL-001313,Crestline Homeowners Protection Program,HO,FL,"$315,000","$1,420","$1,420","$1,420",$0,"$1,000"
2018,POL-001314,Crestline Homeowners Protection Program,HO,NV,"$330,000","$1,013","$1,013","$1,013",$0,"$2,500"
2018,POL-001315,Crestline Homeowners Protection Program,HO,NV,"$515,000",$785,$785,$785,$0,"$5,000"
2018,POL-001316,Crestline Homeowners Protection Program,HO,FL,"$450,000","$1,378","$1,378","$1,378",$0,"$1,000"
2018,POL-001317,Crestline Homeowners Protection Program,HO,CA,"$515,000","$1,318","$1,318","$1,318",$0,"$2,500"
2018,POL-001318,Crestline Homeowners Protection Program,HO,CA,"$310,000","$1,193","$1,193","$1,193",$0,"$2,500"
2018,POL-001319,Crestline Homeowners Protection Program,HO,CA,"$530,000","$1,286","$1,286","$1,286",$0,"$1,000"
2018,POL-001320,Crestline Homeowners Protection Program,HO,CA,"$185,000",$857,$857,$857,$0,"$2,500"
2018,POL-001321,Crestline Homeowners Protection Program,HO,CA,"$240,000",$955,$955,$955,$0,"$2,500"
2018,POL-001322,Crestline Homeowners Protection Program,HO,CA,"$555,000","$1,312","$1,312","$1,312",$0,"$2,500"
2018,POL-001323,Crestline Homeowners Protection Program,HO,CA,"$440,000","$1,224","$1,224","$1,224",$0,"$2,500"
2018,POL-001324,Crestline Homeowners Protection Program,HO,NV,"$570,000",$858,$858,$858,$0,"$1,000"
2018,POL-001325,Crestline Homeowners Protection Program,HO,AZ,"$205,000","$1,230","$1,230","$1,230",$0,"$2,500"
2018,POL-001326,Crestline Homeowners Protection Program,HO,TX,"$470,000","$1,061","$1,061","$1,061",$0,"$1,000"
2018,POL-001327,Crestline Homeowners Protection Program,HO,FL,"$350,000",$770,$770,$770,$0,"$1,000"
2018,POL-001328,Crestline Homeowners Protection Program,HO,CA,"$535,000",$819,$819,$819,$0,"$1,000"
2018,POL-001329,Crestline Homeowners Protection Program,HO,AZ,"$215,000",$935,$935,$935,$0,"$2,500"
2018,POL-001330,Crestline Homeowners Protection Program,HO,CA,"$420,000","$1,315","$1,315","$1,315",$0,"$2,500"
2018,POL-001331,Crestline Homeowners Protection Program,HO,FL,"$505,000","$1,127","$1,127","$1,127",$0,"$2,500"
2018,POL-001332,Crestline Homeowners Protection Program,HO,FL,"$585,000","$1,244","$1,244","$1,244",$0,"$5,000"
2018,POL-001333,Crestline Homeowners Protection Program,HO,TX,"$185,000","$1,113","$1,113","$1,113",$0,"$1,000"
2018,POL-001334,Crestline Homeowners Protection Program,HO,CA,"$545,000",$840,$840,$840,$0,"$2,500"
2018,POL-001335,Crestline Homeowners Protection Program,HO,FL,"$560,000",$956,$956,$956,$0,"$1,000"
2018,POL-001336,Crestline Homeowners Protection Program,HO,CA,"$440,000",$964,$964,$964,$0,"$1,000"
2018,POL-001337,Crestline Homeowners Protection Program,HO,NV,"$300,000",$798,$679,$798,$0,"$2,500"
2018,POL-001338,Crestline Homeowners Protection Program,HO,CA,"$225,000","$1,042","$1,042","$1,042",$0,"$5,000"
2018,POL-001339,Crestline Homeowners Protection Program,HO,CA,"$490,000","$1,288","$1,288","$1,288",$0,"$2,500"
2018,POL-001340,Crestline Homeowners Protection Program,HO,TX,"$315,000","$1,067","$1,067","$1,067",$0,"$2,500"
2018,POL-001341,Crestline Homeowners Protection Program,HO,FL,"$415,000",$839,$839,$839,$0,"$1,000"
2018,POL-001342,Crestline Homeowners Protection Program,HO,CA,"$235,000","$1,361","$1,361","$1,361",$0,"$2,500"
2018,POL-001343,Crestline Homeowners Protection Program,HO,TX,"$460,000","$1,158","$1,158","$1,158",$0,"$1,000"
2018,POL-001344,Crestline Homeowners Protection Program,HO,CA,"$245,000",$777,$777,$777,$0,"$1,000"
2018,POL-001345,Crestline Homeowners Protection Program,HO,TX,"$620,000","$1,105","$1,105","$1,105",$0,"$1,000"
2018,POL-001346,Crestline Homeowners Protection Program,HO,NV,"$390,000",$925,$925,$925,$0,"$1,000"
2018,POL-001347,Crestline Homeowners Protection Program,HO,TX,"$195,000",$861,$861,$861,$0,"$2,500"
2018,POL-001348,Crestline Homeowners Protection Program,HO,CA,"$420,000","$1,048","$1,048","$1,048",$0,"$1,000"
2018,POL-001349,Crestline Homeowners Protection Program,HO,TX,"$285,000","$1,170","$1,170","$1,170",$0,"$2,500"
2018,POL-001350,Crestline Homeowners Protection Program,HO,FL,"$485,000",$925,$925,$925,$0,"$1,000"
2018,POL-001351,Crestline Homeowners Protection Program,HO,CA,"$410,000","$1,040","$1,040","$1,040",$0,"$1,000"
2018,POL-001352,Crestline Homeowners Protection Program,HO,CA,"$205,000","$1,203","$1,203","$1,203",$0,"$5,000"
2018,POL-001353,Crestline Homeowners Protection Program,HO,TX,"$195,000",$823,$823,$823,$0,"$5,000"
2018,POL-001354,Crestline Homeowners Protection Program,HO,FL,"$280,000","$1,407","$1,407","$1,407",$0,"$2,500"
2018,POL-001355,Crestline Homeowners Protection Program,HO,FL,"$505,000",$811,$811,$811,$0,"$5,000"
2018,POL-001356,Crestline Homeowners Protection Program,HO,CA,"$430,000","$1,112","$1,112","$1,112",$0,"$1,000"
2018,POL-001357,Crestline Homeowners Protection Program,HO,NV,"$285,000","$1,100","$1,100","$1,100",$0,"$1,000"
2018,POL-001358,Crestline Homeowners Protection Program,HO,TX,"$590,000","$1,416","$1,416","$1,416",$0,"$2,500"
2018,POL-001359,Crestline Homeowners Protection Program,HO,NV,"$475,000","$1,131","$1,131","$1,131",$0,"$2,500"
2018,POL-001360,Crestline Homeowners Protection Program,HO,FL,"$345,000","$1,023","$1,023","$1,023",$0,"$1,000"
2018,POL-001361,Crestline Homeowners Protection Program,HO,FL,"$485,000","$1,075","$1,075","$1,075",$0,"$1,000"
2018,POL-001362,Crestline Homeowners Protection Program,HO,TX,"$295,000","$1,184","$1,184","$1,184",$0,"$2,500"
2018,POL-001363,Crestline Homeowners Protection Program,HO,TX,"$345,000","$1,411","$1,411","$1,411",$0,"$5,000"
2018,POL-001364,Crestline Homeowners Protection Program,HO,CA,"$475,000",$933,$933,$933,$0,"$5,000"
